"","AirQualityStationEoICode","DatetimeBegin","DatetimeEnd","AirPollutant","Concentration","UnitOfMeasurement","Validity","Verification"
"5128","ES1912A","2023-05-01 12:00:00 +01:00","2023-05-01 13:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5129","ES1912A","2023-05-01 13:00:00 +01:00","2023-05-01 14:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5130","ES1912A","2023-05-01 14:00:00 +01:00","2023-05-01 15:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5131","ES1912A","2023-05-01 15:00:00 +01:00","2023-05-01 16:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5132","ES1912A","2023-05-01 16:00:00 +01:00","2023-05-01 17:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5133","ES1912A","2023-05-01 17:00:00 +01:00","2023-05-01 18:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5134","ES1912A","2023-05-01 18:00:00 +01:00","2023-05-01 19:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5135","ES1912A","2023-05-01 19:00:00 +01:00","2023-05-01 20:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5136","ES1912A","2023-05-01 20:00:00 +01:00","2023-05-01 21:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5137","ES1912A","2023-05-01 21:00:00 +01:00","2023-05-01 22:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5138","ES1912A","2023-05-01 22:00:00 +01:00","2023-05-01 23:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5139","ES1912A","2023-05-01 23:00:00 +01:00","2023-05-02 00:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5140","ES1912A","2023-05-02 00:00:00 +01:00","2023-05-02 01:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5141","ES1912A","2023-05-02 01:00:00 +01:00","2023-05-02 02:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5142","ES1912A","2023-05-02 02:00:00 +01:00","2023-05-02 03:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5143","ES1912A","2023-05-02 03:00:00 +01:00","2023-05-02 04:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5144","ES1912A","2023-05-02 04:00:00 +01:00","2023-05-02 05:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5145","ES1912A","2023-05-02 05:00:00 +01:00","2023-05-02 06:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5146","ES1912A","2023-05-02 06:00:00 +01:00","2023-05-02 07:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5147","ES1912A","2023-05-05 07:00:00 +01:00","2023-05-05 08:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5148","ES1912A","2023-05-05 08:00:00 +01:00","2023-05-05 09:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5149","ES1912A","2023-05-05 09:00:00 +01:00","2023-05-05 10:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5150","ES1912A","2023-05-05 10:00:00 +01:00","2023-05-05 11:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5151","ES1912A","2023-05-05 11:00:00 +01:00","2023-05-05 12:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5152","ES1912A","2023-05-05 12:00:00 +01:00","2023-05-05 13:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5153","ES1912A","2023-05-05 13:00:00 +01:00","2023-05-05 14:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5154","ES1912A","2023-05-05 14:00:00 +01:00","2023-05-05 15:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5155","ES1912A","2023-05-05 15:00:00 +01:00","2023-05-05 16:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5156","ES1912A","2023-05-05 16:00:00 +01:00","2023-05-05 17:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5157","ES1912A","2023-05-05 17:00:00 +01:00","2023-05-05 18:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5158","ES1912A","2023-05-05 18:00:00 +01:00","2023-05-05 19:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5159","ES1912A","2023-05-05 19:00:00 +01:00","2023-05-05 20:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5160","ES1912A","2023-05-05 20:00:00 +01:00","2023-05-05 21:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5161","ES1912A","2023-05-05 21:00:00 +01:00","2023-05-05 22:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5162","ES1912A","2023-05-06 00:00:00 +01:00","2023-05-06 01:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5163","ES1912A","2023-05-05 22:00:00 +01:00","2023-05-05 23:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5164","ES1912A","2023-05-05 23:00:00 +01:00","2023-05-06 00:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5165","ES1912A","2023-05-06 01:00:00 +01:00","2023-05-06 02:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5166","ES1912A","2023-05-06 02:00:00 +01:00","2023-05-06 03:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5167","ES1912A","2023-05-06 03:00:00 +01:00","2023-05-06 04:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5168","ES1912A","2023-05-06 04:00:00 +01:00","2023-05-06 05:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5169","ES1912A","2023-05-06 05:00:00 +01:00","2023-05-06 06:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5170","ES1912A","2023-05-02 07:00:00 +01:00","2023-05-02 08:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5171","ES1912A","2023-05-02 08:00:00 +01:00","2023-05-02 09:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5172","ES1912A","2023-05-02 09:00:00 +01:00","2023-05-02 10:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5173","ES1912A","2023-05-02 10:00:00 +01:00","2023-05-02 11:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5174","ES1912A","2023-05-02 11:00:00 +01:00","2023-05-02 12:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5175","ES1912A","2023-05-02 12:00:00 +01:00","2023-05-02 13:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5176","ES1912A","2023-05-02 13:00:00 +01:00","2023-05-02 14:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5177","ES1912A","2023-05-02 14:00:00 +01:00","2023-05-02 15:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5178","ES1912A","2023-05-02 15:00:00 +01:00","2023-05-02 16:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5179","ES1912A","2023-05-02 16:00:00 +01:00","2023-05-02 17:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5180","ES1912A","2023-05-02 17:00:00 +01:00","2023-05-02 18:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5181","ES1912A","2023-05-02 18:00:00 +01:00","2023-05-02 19:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5182","ES1912A","2023-05-02 19:00:00 +01:00","2023-05-02 20:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5183","ES1912A","2023-05-02 20:00:00 +01:00","2023-05-02 21:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5184","ES1912A","2023-05-02 21:00:00 +01:00","2023-05-02 22:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5185","ES1912A","2023-05-02 22:00:00 +01:00","2023-05-02 23:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5186","ES1912A","2023-05-02 23:00:00 +01:00","2023-05-03 00:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5187","ES1912A","2023-05-03 00:00:00 +01:00","2023-05-03 01:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5188","ES1912A","2023-05-03 01:00:00 +01:00","2023-05-03 02:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5189","ES1912A","2023-05-03 02:00:00 +01:00","2023-05-03 03:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5190","ES1912A","2023-05-03 03:00:00 +01:00","2023-05-03 04:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5191","ES1912A","2023-05-03 04:00:00 +01:00","2023-05-03 05:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5192","ES1912A","2023-05-03 05:00:00 +01:00","2023-05-03 06:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5193","ES1912A","2023-05-03 06:00:00 +01:00","2023-05-03 07:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5194","ES1912A","2023-05-03 07:00:00 +01:00","2023-05-03 08:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5195","ES1912A","2023-05-03 08:00:00 +01:00","2023-05-03 09:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5196","ES1912A","2023-05-03 09:00:00 +01:00","2023-05-03 10:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5197","ES1912A","2023-05-03 10:00:00 +01:00","2023-05-03 11:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5198","ES1912A","2023-05-03 11:00:00 +01:00","2023-05-03 12:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5199","ES1912A","2023-05-03 12:00:00 +01:00","2023-05-03 13:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5200","ES1912A","2023-05-03 13:00:00 +01:00","2023-05-03 14:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5201","ES1912A","2023-05-03 14:00:00 +01:00","2023-05-03 15:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5202","ES1912A","2023-05-03 15:00:00 +01:00","2023-05-03 16:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5203","ES1912A","2023-05-03 16:00:00 +01:00","2023-05-03 17:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5204","ES1912A","2023-05-03 17:00:00 +01:00","2023-05-03 18:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5205","ES1912A","2023-05-03 18:00:00 +01:00","2023-05-03 19:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5206","ES1912A","2023-05-03 19:00:00 +01:00","2023-05-03 20:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5207","ES1912A","2023-05-03 20:00:00 +01:00","2023-05-03 21:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5208","ES1912A","2023-05-03 21:00:00 +01:00","2023-05-03 22:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5209","ES1912A","2023-05-03 22:00:00 +01:00","2023-05-03 23:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5210","ES1912A","2023-05-03 23:00:00 +01:00","2023-05-04 00:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5211","ES1912A","2023-05-04 00:00:00 +01:00","2023-05-04 01:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5212","ES1912A","2023-05-04 01:00:00 +01:00","2023-05-04 02:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5213","ES1912A","2023-05-04 02:00:00 +01:00","2023-05-04 03:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5214","ES1912A","2023-05-04 03:00:00 +01:00","2023-05-04 04:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5215","ES1912A","2023-05-04 04:00:00 +01:00","2023-05-04 05:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5216","ES1912A","2023-05-04 05:00:00 +01:00","2023-05-04 06:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5217","ES1912A","2023-05-04 06:00:00 +01:00","2023-05-04 07:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5218","ES1912A","2023-05-04 07:00:00 +01:00","2023-05-04 08:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5219","ES1912A","2023-05-04 08:00:00 +01:00","2023-05-04 09:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5220","ES1912A","2023-05-04 09:00:00 +01:00","2023-05-04 10:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5221","ES1912A","2023-05-04 10:00:00 +01:00","2023-05-04 11:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5222","ES1912A","2023-05-04 11:00:00 +01:00","2023-05-04 12:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5223","ES1912A","2023-05-04 12:00:00 +01:00","2023-05-04 13:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5224","ES1912A","2023-05-04 13:00:00 +01:00","2023-05-04 14:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5225","ES1912A","2023-05-04 14:00:00 +01:00","2023-05-04 15:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5226","ES1912A","2023-05-04 15:00:00 +01:00","2023-05-04 16:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5227","ES1912A","2023-05-04 16:00:00 +01:00","2023-05-04 17:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5228","ES1912A","2023-05-04 17:00:00 +01:00","2023-05-04 18:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5229","ES1912A","2023-05-04 18:00:00 +01:00","2023-05-04 19:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5230","ES1912A","2023-05-04 19:00:00 +01:00","2023-05-04 20:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5231","ES1912A","2023-05-04 20:00:00 +01:00","2023-05-04 21:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5232","ES1912A","2023-05-04 21:00:00 +01:00","2023-05-04 22:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5233","ES1912A","2023-05-05 00:00:00 +01:00","2023-05-05 01:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5234","ES1912A","2023-05-04 22:00:00 +01:00","2023-05-04 23:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5235","ES1912A","2023-05-04 23:00:00 +01:00","2023-05-05 00:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5236","ES1912A","2023-05-05 01:00:00 +01:00","2023-05-05 02:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5237","ES1912A","2023-05-05 02:00:00 +01:00","2023-05-05 03:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5238","ES1912A","2023-05-05 03:00:00 +01:00","2023-05-05 04:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5239","ES1912A","2023-05-05 04:00:00 +01:00","2023-05-05 05:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5240","ES1912A","2023-05-05 05:00:00 +01:00","2023-05-05 06:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5241","ES1912A","2023-05-06 06:00:00 +01:00","2023-05-06 07:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5242","ES1912A","2023-05-06 07:00:00 +01:00","2023-05-06 08:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5243","ES1912A","2023-05-06 08:00:00 +01:00","2023-05-06 09:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5244","ES1912A","2023-05-06 09:00:00 +01:00","2023-05-06 10:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5245","ES1912A","2023-05-06 10:00:00 +01:00","2023-05-06 11:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5246","ES1912A","2023-05-06 11:00:00 +01:00","2023-05-06 12:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5247","ES1912A","2023-05-06 12:00:00 +01:00","2023-05-06 13:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5248","ES1912A","2023-05-06 13:00:00 +01:00","2023-05-06 14:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5249","ES1912A","2023-05-06 14:00:00 +01:00","2023-05-06 15:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5250","ES1912A","2023-05-06 15:00:00 +01:00","2023-05-06 16:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5251","ES1912A","2023-05-06 16:00:00 +01:00","2023-05-06 17:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5252","ES1912A","2023-05-06 17:00:00 +01:00","2023-05-06 18:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5253","ES1912A","2023-05-06 18:00:00 +01:00","2023-05-06 19:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5254","ES1912A","2023-05-06 19:00:00 +01:00","2023-05-06 20:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5255","ES1912A","2023-05-06 20:00:00 +01:00","2023-05-06 21:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5256","ES1912A","2023-05-06 21:00:00 +01:00","2023-05-06 22:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5257","ES1912A","2023-05-07 00:00:00 +01:00","2023-05-07 01:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5258","ES1912A","2023-05-06 22:00:00 +01:00","2023-05-06 23:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5259","ES1912A","2023-05-06 23:00:00 +01:00","2023-05-07 00:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5260","ES1912A","2023-05-07 01:00:00 +01:00","2023-05-07 02:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5261","ES1912A","2023-05-07 02:00:00 +01:00","2023-05-07 03:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5262","ES1912A","2023-05-07 03:00:00 +01:00","2023-05-07 04:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5263","ES1912A","2023-05-07 04:00:00 +01:00","2023-05-07 05:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5264","ES1912A","2023-05-07 05:00:00 +01:00","2023-05-07 06:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5265","ES1912A","2023-05-07 06:00:00 +01:00","2023-05-07 07:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5266","ES1912A","2023-05-07 07:00:00 +01:00","2023-05-07 08:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5267","ES1912A","2023-05-07 08:00:00 +01:00","2023-05-07 09:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5268","ES1912A","2023-05-07 09:00:00 +01:00","2023-05-07 10:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5269","ES1912A","2023-05-07 10:00:00 +01:00","2023-05-07 11:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5270","ES1912A","2023-05-07 11:00:00 +01:00","2023-05-07 12:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5271","ES1912A","2023-05-07 12:00:00 +01:00","2023-05-07 13:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5272","ES1912A","2023-05-07 13:00:00 +01:00","2023-05-07 14:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5273","ES1912A","2023-05-07 14:00:00 +01:00","2023-05-07 15:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5274","ES1912A","2023-05-07 15:00:00 +01:00","2023-05-07 16:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5275","ES1912A","2023-05-07 16:00:00 +01:00","2023-05-07 17:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5276","ES1912A","2023-05-07 17:00:00 +01:00","2023-05-07 18:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5277","ES1912A","2023-05-07 18:00:00 +01:00","2023-05-07 19:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5278","ES1912A","2023-05-07 19:00:00 +01:00","2023-05-07 20:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5279","ES1912A","2023-05-07 20:00:00 +01:00","2023-05-07 21:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5280","ES1912A","2023-05-07 21:00:00 +01:00","2023-05-07 22:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5281","ES1926A","2023-05-01 12:00:00 +01:00","2023-05-01 13:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5282","ES1926A","2023-05-01 13:00:00 +01:00","2023-05-01 14:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5283","ES1926A","2023-05-01 14:00:00 +01:00","2023-05-01 15:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5284","ES1926A","2023-05-01 15:00:00 +01:00","2023-05-01 16:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5285","ES1926A","2023-05-01 16:00:00 +01:00","2023-05-01 17:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5286","ES1926A","2023-05-01 17:00:00 +01:00","2023-05-01 18:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5287","ES1926A","2023-05-01 18:00:00 +01:00","2023-05-01 19:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5288","ES1926A","2023-05-01 19:00:00 +01:00","2023-05-01 20:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5289","ES1926A","2023-05-01 20:00:00 +01:00","2023-05-01 21:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5290","ES1926A","2023-05-01 21:00:00 +01:00","2023-05-01 22:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5291","ES1926A","2023-05-01 22:00:00 +01:00","2023-05-01 23:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5292","ES1926A","2023-05-01 23:00:00 +01:00","2023-05-02 00:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5293","ES1926A","2023-05-02 00:00:00 +01:00","2023-05-02 01:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5294","ES1926A","2023-05-02 01:00:00 +01:00","2023-05-02 02:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5295","ES1926A","2023-05-02 02:00:00 +01:00","2023-05-02 03:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5296","ES1926A","2023-05-02 03:00:00 +01:00","2023-05-02 04:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5297","ES1926A","2023-05-02 04:00:00 +01:00","2023-05-02 05:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5298","ES1926A","2023-05-02 05:00:00 +01:00","2023-05-02 06:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5299","ES1926A","2023-05-02 06:00:00 +01:00","2023-05-02 07:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5300","ES1926A","2023-05-02 07:00:00 +01:00","2023-05-02 08:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5301","ES1926A","2023-05-02 08:00:00 +01:00","2023-05-02 09:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5302","ES1926A","2023-05-02 09:00:00 +01:00","2023-05-02 10:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5303","ES1926A","2023-05-02 10:00:00 +01:00","2023-05-02 11:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5304","ES1926A","2023-05-02 11:00:00 +01:00","2023-05-02 12:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5305","ES1926A","2023-05-02 12:00:00 +01:00","2023-05-02 13:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5306","ES1926A","2023-05-02 13:00:00 +01:00","2023-05-02 14:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5307","ES1926A","2023-05-02 14:00:00 +01:00","2023-05-02 15:00:00 +01:00","CO",0.3,"mg/m3",1,3
"5308","ES1926A","2023-05-02 15:00:00 +01:00","2023-05-02 16:00:00 +01:00","CO",0.3,"mg/m3",1,3
"5309","ES1926A","2023-05-02 16:00:00 +01:00","2023-05-02 17:00:00 +01:00","CO",0.3,"mg/m3",1,3
"5310","ES1926A","2023-05-02 17:00:00 +01:00","2023-05-02 18:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5311","ES1926A","2023-05-02 18:00:00 +01:00","2023-05-02 19:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5312","ES1926A","2023-05-02 19:00:00 +01:00","2023-05-02 20:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5313","ES1926A","2023-05-01 00:00:00 +01:00","2023-05-01 01:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5314","ES1926A","2023-05-01 01:00:00 +01:00","2023-05-01 02:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5315","ES1926A","2023-05-01 02:00:00 +01:00","2023-05-01 03:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5316","ES1926A","2023-05-01 03:00:00 +01:00","2023-05-01 04:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5317","ES1926A","2023-05-01 04:00:00 +01:00","2023-05-01 05:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5318","ES1926A","2023-05-01 05:00:00 +01:00","2023-05-01 06:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5319","ES1926A","2023-05-01 06:00:00 +01:00","2023-05-01 07:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5320","ES1926A","2023-05-01 07:00:00 +01:00","2023-05-01 08:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5321","ES1926A","2023-05-01 08:00:00 +01:00","2023-05-01 09:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5322","ES1926A","2023-05-01 09:00:00 +01:00","2023-05-01 10:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5323","ES1926A","2023-05-01 10:00:00 +01:00","2023-05-01 11:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5324","ES1926A","2023-05-01 11:00:00 +01:00","2023-05-01 12:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5325","ES1926A","2023-05-02 20:00:00 +01:00","2023-05-02 21:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5326","ES1926A","2023-05-02 21:00:00 +01:00","2023-05-02 22:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5327","ES1926A","2023-05-02 22:00:00 +01:00","2023-05-02 23:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5328","ES1926A","2023-05-02 23:00:00 +01:00","2023-05-03 00:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5329","ES1926A","2023-05-03 00:00:00 +01:00","2023-05-03 01:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5330","ES1926A","2023-05-03 01:00:00 +01:00","2023-05-03 02:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5331","ES1926A","2023-05-03 02:00:00 +01:00","2023-05-03 03:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5332","ES1926A","2023-05-03 03:00:00 +01:00","2023-05-03 04:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5333","ES1926A","2023-05-03 04:00:00 +01:00","2023-05-03 05:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5334","ES1926A","2023-05-03 05:00:00 +01:00","2023-05-03 06:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5335","ES1926A","2023-05-03 06:00:00 +01:00","2023-05-03 07:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5336","ES1926A","2023-05-03 07:00:00 +01:00","2023-05-03 08:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5337","ES1926A","2023-05-03 08:00:00 +01:00","2023-05-03 09:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5338","ES1926A","2023-05-03 09:00:00 +01:00","2023-05-03 10:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5339","ES1926A","2023-05-03 10:00:00 +01:00","2023-05-03 11:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5340","ES1926A","2023-05-03 11:00:00 +01:00","2023-05-03 12:00:00 +01:00","CO",0.1,"mg/m3",1,3
"5341","ES1926A","2023-05-03 12:00:00 +01:00","2023-05-03 13:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5342","ES1926A","2023-05-03 13:00:00 +01:00","2023-05-03 14:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5343","ES1926A","2023-05-03 14:00:00 +01:00","2023-05-03 15:00:00 +01:00","CO",0.2,"mg/m3",1,3
"5344","ES1926A","2023-05-03 15:00:00 +01:00","2023-05-03 16:00:00 +01:00","CO",0.2,"mg/m3",1,3
