"","AirQualityStationEoICode","DatetimeBegin","DatetimeEnd","AirPollutant","Concentration","UnitOfMeasurement","Validity","Verification"
"1309","ES1912A","2023-05-02 05:00:00 +01:00","2023-05-02 06:00:00 +01:00","PM10",18,"µg/m3",1,3
"1310","ES1912A","2023-05-02 06:00:00 +01:00","2023-05-02 07:00:00 +01:00","PM10",23,"µg/m3",1,3
"1311","ES1912A","2023-05-02 07:00:00 +01:00","2023-05-02 08:00:00 +01:00","PM10",48,"µg/m3",1,3
"1312","ES1912A","2023-05-02 08:00:00 +01:00","2023-05-02 09:00:00 +01:00","PM10",42,"µg/m3",1,3
"1313","ES1912A","2023-05-02 09:00:00 +01:00","2023-05-02 10:00:00 +01:00","PM10",20,"µg/m3",1,3
"1314","ES1912A","2023-05-02 10:00:00 +01:00","2023-05-02 11:00:00 +01:00","PM10",18,"µg/m3",1,3
"1315","ES1912A","2023-05-02 11:00:00 +01:00","2023-05-02 12:00:00 +01:00","PM10",15,"µg/m3",1,3
"1316","ES1912A","2023-05-02 12:00:00 +01:00","2023-05-02 13:00:00 +01:00","PM10",13,"µg/m3",1,3
"1317","ES1912A","2023-05-02 13:00:00 +01:00","2023-05-02 14:00:00 +01:00","PM10",8,"µg/m3",1,3
"1318","ES1912A","2023-05-02 14:00:00 +01:00","2023-05-02 15:00:00 +01:00","PM10",8,"µg/m3",1,3
"1319","ES1912A","2023-05-02 15:00:00 +01:00","2023-05-02 16:00:00 +01:00","PM10",8,"µg/m3",1,3
"1320","ES1912A","2023-05-02 16:00:00 +01:00","2023-05-02 17:00:00 +01:00","PM10",11,"µg/m3",1,3
"1321","ES1912A","2023-05-02 17:00:00 +01:00","2023-05-02 18:00:00 +01:00","PM10",8,"µg/m3",1,3
"1322","ES1912A","2023-05-02 18:00:00 +01:00","2023-05-02 19:00:00 +01:00","PM10",9,"µg/m3",1,3
"1323","ES1912A","2023-05-02 19:00:00 +01:00","2023-05-02 20:00:00 +01:00","PM10",9,"µg/m3",1,3
"1324","ES1912A","2023-05-02 20:00:00 +01:00","2023-05-02 21:00:00 +01:00","PM10",16,"µg/m3",1,3
"1325","ES1912A","2023-05-02 21:00:00 +01:00","2023-05-02 22:00:00 +01:00","PM10",10,"µg/m3",1,3
"1326","ES1912A","2023-05-02 22:00:00 +01:00","2023-05-02 23:00:00 +01:00","PM10",10,"µg/m3",1,3
"1327","ES1912A","2023-05-02 23:00:00 +01:00","2023-05-03 00:00:00 +01:00","PM10",5,"µg/m3",1,3
"1328","ES1912A","2023-05-03 00:00:00 +01:00","2023-05-03 01:00:00 +01:00","PM10",6,"µg/m3",1,3
"1329","ES1912A","2023-05-03 01:00:00 +01:00","2023-05-03 02:00:00 +01:00","PM10",13,"µg/m3",1,3
"1330","ES1912A","2023-05-03 02:00:00 +01:00","2023-05-03 03:00:00 +01:00","PM10",19,"µg/m3",1,3
"1331","ES1912A","2023-05-03 03:00:00 +01:00","2023-05-03 04:00:00 +01:00","PM10",22,"µg/m3",1,3
"1332","ES1912A","2023-05-03 04:00:00 +01:00","2023-05-03 05:00:00 +01:00","PM10",19,"µg/m3",1,3
"1333","ES1912A","2023-05-03 05:00:00 +01:00","2023-05-03 06:00:00 +01:00","PM10",19,"µg/m3",1,3
"1334","ES1912A","2023-05-03 06:00:00 +01:00","2023-05-03 07:00:00 +01:00","PM10",33,"µg/m3",1,3
"1335","ES1912A","2023-05-03 07:00:00 +01:00","2023-05-03 08:00:00 +01:00","PM10",49,"µg/m3",1,3
"1336","ES1912A","2023-05-03 08:00:00 +01:00","2023-05-03 09:00:00 +01:00","PM10",58,"µg/m3",1,3
"1337","ES1912A","2023-05-03 09:00:00 +01:00","2023-05-03 10:00:00 +01:00","PM10",35,"µg/m3",1,3
"1338","ES1912A","2023-05-03 10:00:00 +01:00","2023-05-03 11:00:00 +01:00","PM10",42,"µg/m3",1,3
"1339","ES1912A","2023-05-03 11:00:00 +01:00","2023-05-03 12:00:00 +01:00","PM10",31,"µg/m3",1,3
"1340","ES1912A","2023-05-03 12:00:00 +01:00","2023-05-03 13:00:00 +01:00","PM10",22,"µg/m3",1,3
"1341","ES1912A","2023-05-03 13:00:00 +01:00","2023-05-03 14:00:00 +01:00","PM10",17,"µg/m3",1,3
"1342","ES1912A","2023-05-03 14:00:00 +01:00","2023-05-03 15:00:00 +01:00","PM10",26,"µg/m3",1,3
"1343","ES1912A","2023-05-03 15:00:00 +01:00","2023-05-03 16:00:00 +01:00","PM10",18,"µg/m3",1,3
"1344","ES1912A","2023-05-03 16:00:00 +01:00","2023-05-03 17:00:00 +01:00","PM10",12,"µg/m3",1,3
"1345","ES1912A","2023-05-03 17:00:00 +01:00","2023-05-03 18:00:00 +01:00","PM10",22,"µg/m3",1,3
"1346","ES1912A","2023-05-03 18:00:00 +01:00","2023-05-03 19:00:00 +01:00","PM10",17,"µg/m3",1,3
"1347","ES1912A","2023-05-03 19:00:00 +01:00","2023-05-03 20:00:00 +01:00","PM10",13,"µg/m3",1,3
"1348","ES1912A","2023-05-03 20:00:00 +01:00","2023-05-03 21:00:00 +01:00","PM10",17,"µg/m3",1,3
"1349","ES1912A","2023-05-03 21:00:00 +01:00","2023-05-03 22:00:00 +01:00","PM10",13,"µg/m3",1,3
"1350","ES1912A","2023-05-03 22:00:00 +01:00","2023-05-03 23:00:00 +01:00","PM10",10,"µg/m3",1,3
"1351","ES1912A","2023-05-03 23:00:00 +01:00","2023-05-04 00:00:00 +01:00","PM10",6,"µg/m3",1,3
"1352","ES1912A","2023-05-04 00:00:00 +01:00","2023-05-04 01:00:00 +01:00","PM10",11,"µg/m3",1,3
"1353","ES1912A","2023-05-04 01:00:00 +01:00","2023-05-04 02:00:00 +01:00","PM10",6,"µg/m3",1,3
"1354","ES1912A","2023-05-04 02:00:00 +01:00","2023-05-04 03:00:00 +01:00","PM10",6,"µg/m3",1,3
"1355","ES1912A","2023-05-04 03:00:00 +01:00","2023-05-04 04:00:00 +01:00","PM10",7,"µg/m3",1,3
"1356","ES1912A","2023-05-04 04:00:00 +01:00","2023-05-04 05:00:00 +01:00","PM10",9,"µg/m3",1,3
"1357","ES1912A","2023-05-04 05:00:00 +01:00","2023-05-04 06:00:00 +01:00","PM10",9,"µg/m3",1,3
"1358","ES1912A","2023-05-04 06:00:00 +01:00","2023-05-04 07:00:00 +01:00","PM10",12,"µg/m3",1,3
"1359","ES1912A","2023-05-04 07:00:00 +01:00","2023-05-04 08:00:00 +01:00","PM10",39,"µg/m3",1,3
"1360","ES1912A","2023-05-04 08:00:00 +01:00","2023-05-04 09:00:00 +01:00","PM10",44,"µg/m3",1,3
"1361","ES1912A","2023-05-04 09:00:00 +01:00","2023-05-04 10:00:00 +01:00","PM10",64,"µg/m3",1,3
"1362","ES1912A","2023-05-04 10:00:00 +01:00","2023-05-04 11:00:00 +01:00","PM10",43,"µg/m3",1,3
"1363","ES1912A","2023-05-04 11:00:00 +01:00","2023-05-04 12:00:00 +01:00","PM10",20,"µg/m3",1,3
"1364","ES1912A","2023-05-04 12:00:00 +01:00","2023-05-04 13:00:00 +01:00","PM10",15,"µg/m3",1,3
"1365","ES1912A","2023-05-04 13:00:00 +01:00","2023-05-04 14:00:00 +01:00","PM10",13,"µg/m3",1,3
"1366","ES1912A","2023-05-04 14:00:00 +01:00","2023-05-04 15:00:00 +01:00","PM10",15,"µg/m3",1,3
"1367","ES1912A","2023-05-04 15:00:00 +01:00","2023-05-04 16:00:00 +01:00","PM10",11,"µg/m3",1,3
"1368","ES1912A","2023-05-04 16:00:00 +01:00","2023-05-04 17:00:00 +01:00","PM10",12,"µg/m3",1,3
"1369","ES1912A","2023-05-04 17:00:00 +01:00","2023-05-04 18:00:00 +01:00","PM10",11,"µg/m3",1,3
"1370","ES1912A","2023-05-04 18:00:00 +01:00","2023-05-04 19:00:00 +01:00","PM10",11,"µg/m3",1,3
"1371","ES1912A","2023-05-04 19:00:00 +01:00","2023-05-04 20:00:00 +01:00","PM10",8,"µg/m3",1,3
"1372","ES1912A","2023-05-04 20:00:00 +01:00","2023-05-04 21:00:00 +01:00","PM10",7,"µg/m3",1,3
"1373","ES1912A","2023-05-04 21:00:00 +01:00","2023-05-04 22:00:00 +01:00","PM10",7,"µg/m3",1,3
"1374","ES1912A","2023-05-05 00:00:00 +01:00","2023-05-05 01:00:00 +01:00","PM10",7,"µg/m3",1,3
"1375","ES1912A","2023-05-04 22:00:00 +01:00","2023-05-04 23:00:00 +01:00","PM10",6,"µg/m3",1,3
"1376","ES1912A","2023-05-04 23:00:00 +01:00","2023-05-05 00:00:00 +01:00","PM10",7,"µg/m3",1,3
"1377","ES1912A","2023-05-05 01:00:00 +01:00","2023-05-05 02:00:00 +01:00","PM10",15,"µg/m3",1,3
"1378","ES1912A","2023-05-05 02:00:00 +01:00","2023-05-05 03:00:00 +01:00","PM10",13,"µg/m3",1,3
"1379","ES1912A","2023-05-05 03:00:00 +01:00","2023-05-05 04:00:00 +01:00","PM10",18,"µg/m3",1,3
"1380","ES1912A","2023-05-05 04:00:00 +01:00","2023-05-05 05:00:00 +01:00","PM10",17,"µg/m3",1,3
"1381","ES1912A","2023-05-05 05:00:00 +01:00","2023-05-05 06:00:00 +01:00","PM10",22,"µg/m3",1,3
"1382","ES1912A","2023-05-05 07:00:00 +01:00","2023-05-05 08:00:00 +01:00","PM10",35,"µg/m3",1,3
"1383","ES1912A","2023-05-05 08:00:00 +01:00","2023-05-05 09:00:00 +01:00","PM10",27,"µg/m3",1,3
"1384","ES1912A","2023-05-05 09:00:00 +01:00","2023-05-05 10:00:00 +01:00","PM10",17,"µg/m3",1,3
"1385","ES1912A","2023-05-05 10:00:00 +01:00","2023-05-05 11:00:00 +01:00","PM10",20,"µg/m3",1,3
"1386","ES1912A","2023-05-05 11:00:00 +01:00","2023-05-05 12:00:00 +01:00","PM10",17,"µg/m3",1,3
"1387","ES1912A","2023-05-05 12:00:00 +01:00","2023-05-05 13:00:00 +01:00","PM10",14,"µg/m3",1,3
"1388","ES1912A","2023-05-05 13:00:00 +01:00","2023-05-05 14:00:00 +01:00","PM10",13,"µg/m3",1,3
"1389","ES1912A","2023-05-05 14:00:00 +01:00","2023-05-05 15:00:00 +01:00","PM10",14,"µg/m3",1,3
"1390","ES1912A","2023-05-05 15:00:00 +01:00","2023-05-05 16:00:00 +01:00","PM10",14,"µg/m3",1,3
"1391","ES1912A","2023-05-05 16:00:00 +01:00","2023-05-05 17:00:00 +01:00","PM10",11,"µg/m3",1,3
"1392","ES1912A","2023-05-05 17:00:00 +01:00","2023-05-05 18:00:00 +01:00","PM10",14,"µg/m3",1,3
"1393","ES1912A","2023-05-05 18:00:00 +01:00","2023-05-05 19:00:00 +01:00","PM10",15,"µg/m3",1,3
"1394","ES1912A","2023-05-05 19:00:00 +01:00","2023-05-05 20:00:00 +01:00","PM10",17,"µg/m3",1,3
"1395","ES1912A","2023-05-05 20:00:00 +01:00","2023-05-05 21:00:00 +01:00","PM10",18,"µg/m3",1,3
"1396","ES1912A","2023-05-05 21:00:00 +01:00","2023-05-05 22:00:00 +01:00","PM10",20,"µg/m3",1,3
"1397","ES1912A","2023-05-06 00:00:00 +01:00","2023-05-06 01:00:00 +01:00","PM10",34,"µg/m3",1,3
"1398","ES1912A","2023-05-05 22:00:00 +01:00","2023-05-05 23:00:00 +01:00","PM10",18,"µg/m3",1,3
"1399","ES1912A","2023-05-05 23:00:00 +01:00","2023-05-06 00:00:00 +01:00","PM10",22,"µg/m3",1,3
"1400","ES1912A","2023-05-06 01:00:00 +01:00","2023-05-06 02:00:00 +01:00","PM10",34,"µg/m3",1,3
"1401","ES1912A","2023-05-06 02:00:00 +01:00","2023-05-06 03:00:00 +01:00","PM10",29,"µg/m3",1,3
"1402","ES1912A","2023-05-06 03:00:00 +01:00","2023-05-06 04:00:00 +01:00","PM10",29,"µg/m3",1,3
"1403","ES1912A","2023-05-06 04:00:00 +01:00","2023-05-06 05:00:00 +01:00","PM10",26,"µg/m3",1,3
"1404","ES1912A","2023-05-06 05:00:00 +01:00","2023-05-06 06:00:00 +01:00","PM10",26,"µg/m3",1,3
"1405","ES1912A","2023-05-06 06:00:00 +01:00","2023-05-06 07:00:00 +01:00","PM10",28,"µg/m3",1,3
"1406","ES1912A","2023-05-06 07:00:00 +01:00","2023-05-06 08:00:00 +01:00","PM10",26,"µg/m3",1,3
"1407","ES1912A","2023-05-06 08:00:00 +01:00","2023-05-06 09:00:00 +01:00","PM10",33,"µg/m3",1,3
"1408","ES1912A","2023-05-06 09:00:00 +01:00","2023-05-06 10:00:00 +01:00","PM10",25,"µg/m3",1,3
"1409","ES1912A","2023-05-06 10:00:00 +01:00","2023-05-06 11:00:00 +01:00","PM10",19,"µg/m3",1,3
"1410","ES1912A","2023-05-06 11:00:00 +01:00","2023-05-06 12:00:00 +01:00","PM10",20,"µg/m3",1,3
"1411","ES1912A","2023-05-06 12:00:00 +01:00","2023-05-06 13:00:00 +01:00","PM10",10,"µg/m3",1,3
"1412","ES1912A","2023-05-06 13:00:00 +01:00","2023-05-06 14:00:00 +01:00","PM10",5,"µg/m3",1,3
"1413","ES1912A","2023-05-06 14:00:00 +01:00","2023-05-06 15:00:00 +01:00","PM10",7,"µg/m3",1,3
"1414","ES1912A","2023-05-06 15:00:00 +01:00","2023-05-06 16:00:00 +01:00","PM10",6,"µg/m3",1,3
"1415","ES1912A","2023-05-06 16:00:00 +01:00","2023-05-06 17:00:00 +01:00","PM10",5,"µg/m3",1,3
"1416","ES1912A","2023-05-06 17:00:00 +01:00","2023-05-06 18:00:00 +01:00","PM10",4,"µg/m3",1,3
"1417","ES1912A","2023-05-06 18:00:00 +01:00","2023-05-06 19:00:00 +01:00","PM10",4,"µg/m3",1,3
"1418","ES1912A","2023-05-06 19:00:00 +01:00","2023-05-06 20:00:00 +01:00","PM10",5,"µg/m3",1,3
"1419","ES1912A","2023-05-06 20:00:00 +01:00","2023-05-06 21:00:00 +01:00","PM10",4,"µg/m3",1,3
"1420","ES1912A","2023-05-06 21:00:00 +01:00","2023-05-06 22:00:00 +01:00","PM10",6,"µg/m3",1,3
"1421","ES1912A","2023-05-07 00:00:00 +01:00","2023-05-07 01:00:00 +01:00","PM10",4,"µg/m3",1,3
"1422","ES1912A","2023-05-06 22:00:00 +01:00","2023-05-06 23:00:00 +01:00","PM10",11,"µg/m3",1,3
"1423","ES1912A","2023-05-06 23:00:00 +01:00","2023-05-07 00:00:00 +01:00","PM10",13,"µg/m3",1,3
"1424","ES1912A","2023-05-07 01:00:00 +01:00","2023-05-07 02:00:00 +01:00","PM10",6,"µg/m3",1,3
"1425","ES1912A","2023-05-07 02:00:00 +01:00","2023-05-07 03:00:00 +01:00","PM10",12,"µg/m3",1,3
"1426","ES1912A","2023-05-07 03:00:00 +01:00","2023-05-07 04:00:00 +01:00","PM10",11,"µg/m3",1,3
"1427","ES1912A","2023-05-07 04:00:00 +01:00","2023-05-07 05:00:00 +01:00","PM10",10,"µg/m3",1,3
"1428","ES1912A","2023-05-07 05:00:00 +01:00","2023-05-07 06:00:00 +01:00","PM10",15,"µg/m3",1,3
"1429","ES1912A","2023-05-07 06:00:00 +01:00","2023-05-07 07:00:00 +01:00","PM10",18,"µg/m3",1,3
"1430","ES1912A","2023-05-07 07:00:00 +01:00","2023-05-07 08:00:00 +01:00","PM10",17,"µg/m3",1,3
"1431","ES1912A","2023-05-07 08:00:00 +01:00","2023-05-07 09:00:00 +01:00","PM10",15,"µg/m3",1,3
"1432","ES1912A","2023-05-07 09:00:00 +01:00","2023-05-07 10:00:00 +01:00","PM10",22,"µg/m3",1,3
"1433","ES1912A","2023-05-07 10:00:00 +01:00","2023-05-07 11:00:00 +01:00","PM10",9,"µg/m3",1,3
"1434","ES1912A","2023-05-07 11:00:00 +01:00","2023-05-07 12:00:00 +01:00","PM10",9,"µg/m3",1,3
"1435","ES1912A","2023-05-07 12:00:00 +01:00","2023-05-07 13:00:00 +01:00","PM10",8,"µg/m3",1,3
"1436","ES1912A","2023-05-07 13:00:00 +01:00","2023-05-07 14:00:00 +01:00","PM10",7,"µg/m3",1,3
"1437","ES1912A","2023-05-07 14:00:00 +01:00","2023-05-07 15:00:00 +01:00","PM10",7,"µg/m3",1,3
"1438","ES1912A","2023-05-07 15:00:00 +01:00","2023-05-07 16:00:00 +01:00","PM10",8,"µg/m3",1,3
"1439","ES1912A","2023-05-07 16:00:00 +01:00","2023-05-07 17:00:00 +01:00","PM10",8,"µg/m3",1,3
"1440","ES1912A","2023-05-07 17:00:00 +01:00","2023-05-07 18:00:00 +01:00","PM10",7,"µg/m3",1,3
"1441","ES1912A","2023-05-07 18:00:00 +01:00","2023-05-07 19:00:00 +01:00","PM10",5,"µg/m3",1,3
"1442","ES1912A","2023-05-07 19:00:00 +01:00","2023-05-07 20:00:00 +01:00","PM10",6,"µg/m3",1,3
"1443","ES1912A","2023-05-07 20:00:00 +01:00","2023-05-07 21:00:00 +01:00","PM10",6,"µg/m3",1,3
"1444","ES1912A","2023-05-07 21:00:00 +01:00","2023-05-07 22:00:00 +01:00","PM10",6,"µg/m3",1,3
"1445","ES1926A","2023-05-04 07:00:00 +01:00","2023-05-04 08:00:00 +01:00","PM10",15,"µg/m3",1,3
"1446","ES1926A","2023-05-04 08:00:00 +01:00","2023-05-04 09:00:00 +01:00","PM10",16,"µg/m3",1,3
"1447","ES1926A","2023-05-04 09:00:00 +01:00","2023-05-04 10:00:00 +01:00","PM10",13,"µg/m3",1,3
"1448","ES1926A","2023-05-04 10:00:00 +01:00","2023-05-04 11:00:00 +01:00","PM10",17,"µg/m3",1,3
"1449","ES1926A","2023-05-04 11:00:00 +01:00","2023-05-04 12:00:00 +01:00","PM10",10,"µg/m3",1,3
"1450","ES1926A","2023-05-04 12:00:00 +01:00","2023-05-04 13:00:00 +01:00","PM10",9,"µg/m3",1,3
"1451","ES1926A","2023-05-04 13:00:00 +01:00","2023-05-04 14:00:00 +01:00","PM10",6,"µg/m3",1,3
"1452","ES1926A","2023-05-01 00:00:00 +01:00","2023-05-01 01:00:00 +01:00","PM10",9,"µg/m3",1,3
"1453","ES1926A","2023-05-01 01:00:00 +01:00","2023-05-01 02:00:00 +01:00","PM10",15,"µg/m3",1,3
"1454","ES1926A","2023-05-01 02:00:00 +01:00","2023-05-01 03:00:00 +01:00","PM10",18,"µg/m3",1,3
"1455","ES1926A","2023-05-01 03:00:00 +01:00","2023-05-01 04:00:00 +01:00","PM10",19,"µg/m3",1,3
"1456","ES1926A","2023-05-01 04:00:00 +01:00","2023-05-01 05:00:00 +01:00","PM10",25,"µg/m3",1,3
"1457","ES1926A","2023-05-01 05:00:00 +01:00","2023-05-01 06:00:00 +01:00","PM10",21,"µg/m3",1,3
"1458","ES1926A","2023-05-01 06:00:00 +01:00","2023-05-01 07:00:00 +01:00","PM10",21,"µg/m3",1,3
"1459","ES1926A","2023-05-01 07:00:00 +01:00","2023-05-01 08:00:00 +01:00","PM10",28,"µg/m3",1,3
"1460","ES1926A","2023-05-01 08:00:00 +01:00","2023-05-01 09:00:00 +01:00","PM10",19,"µg/m3",1,3
"1461","ES1926A","2023-05-01 09:00:00 +01:00","2023-05-01 10:00:00 +01:00","PM10",16,"µg/m3",1,3
"1462","ES1926A","2023-05-01 10:00:00 +01:00","2023-05-01 11:00:00 +01:00","PM10",6,"µg/m3",1,3
"1463","ES1926A","2023-05-01 11:00:00 +01:00","2023-05-01 12:00:00 +01:00","PM10",6,"µg/m3",1,3
"1464","ES1926A","2023-05-01 12:00:00 +01:00","2023-05-01 13:00:00 +01:00","PM10",6,"µg/m3",1,3
"1465","ES1926A","2023-05-01 13:00:00 +01:00","2023-05-01 14:00:00 +01:00","PM10",10,"µg/m3",1,3
"1466","ES1926A","2023-05-01 14:00:00 +01:00","2023-05-01 15:00:00 +01:00","PM10",9,"µg/m3",1,3
"1467","ES1926A","2023-05-01 15:00:00 +01:00","2023-05-01 16:00:00 +01:00","PM10",11,"µg/m3",1,3
"1468","ES1926A","2023-05-01 16:00:00 +01:00","2023-05-01 17:00:00 +01:00","PM10",9,"µg/m3",1,3
"1469","ES1926A","2023-05-01 17:00:00 +01:00","2023-05-01 18:00:00 +01:00","PM10",6,"µg/m3",1,3
"1470","ES1926A","2023-05-01 18:00:00 +01:00","2023-05-01 19:00:00 +01:00","PM10",4,"µg/m3",1,3
"1471","ES1926A","2023-05-01 19:00:00 +01:00","2023-05-01 20:00:00 +01:00","PM10",6,"µg/m3",1,3
"1472","ES1926A","2023-05-01 20:00:00 +01:00","2023-05-01 21:00:00 +01:00","PM10",8,"µg/m3",1,3
"1473","ES1926A","2023-05-01 21:00:00 +01:00","2023-05-01 22:00:00 +01:00","PM10",9,"µg/m3",1,3
"1474","ES1926A","2023-05-01 22:00:00 +01:00","2023-05-01 23:00:00 +01:00","PM10",10,"µg/m3",1,3
"1475","ES1926A","2023-05-01 23:00:00 +01:00","2023-05-02 00:00:00 +01:00","PM10",11,"µg/m3",1,3
"1476","ES1926A","2023-05-02 00:00:00 +01:00","2023-05-02 01:00:00 +01:00","PM10",13,"µg/m3",1,3
"1477","ES1926A","2023-05-02 01:00:00 +01:00","2023-05-02 02:00:00 +01:00","PM10",13,"µg/m3",1,3
"1478","ES1926A","2023-05-02 02:00:00 +01:00","2023-05-02 03:00:00 +01:00","PM10",12,"µg/m3",1,3
"1479","ES1926A","2023-05-02 03:00:00 +01:00","2023-05-02 04:00:00 +01:00","PM10",11,"µg/m3",1,3
"1480","ES1926A","2023-05-02 04:00:00 +01:00","2023-05-02 05:00:00 +01:00","PM10",11,"µg/m3",1,3
"1481","ES1926A","2023-05-02 05:00:00 +01:00","2023-05-02 06:00:00 +01:00","PM10",14,"µg/m3",1,3
"1482","ES1926A","2023-05-02 06:00:00 +01:00","2023-05-02 07:00:00 +01:00","PM10",19,"µg/m3",1,3
"1483","ES1926A","2023-05-02 07:00:00 +01:00","2023-05-02 08:00:00 +01:00","PM10",28,"µg/m3",1,3
"1484","ES1926A","2023-05-02 08:00:00 +01:00","2023-05-02 09:00:00 +01:00","PM10",20,"µg/m3",1,3
"1485","ES1926A","2023-05-02 09:00:00 +01:00","2023-05-02 10:00:00 +01:00","PM10",16,"µg/m3",1,3
"1486","ES1926A","2023-05-02 10:00:00 +01:00","2023-05-02 11:00:00 +01:00","PM10",6,"µg/m3",1,3
"1487","ES1926A","2023-05-02 11:00:00 +01:00","2023-05-02 12:00:00 +01:00","PM10",5,"µg/m3",1,3
"1488","ES1926A","2023-05-02 12:00:00 +01:00","2023-05-02 13:00:00 +01:00","PM10",6,"µg/m3",1,3
"1489","ES1926A","2023-05-02 13:00:00 +01:00","2023-05-02 14:00:00 +01:00","PM10",4,"µg/m3",1,3
"1490","ES1926A","2023-05-02 14:00:00 +01:00","2023-05-02 15:00:00 +01:00","PM10",3,"µg/m3",1,3
"1491","ES1926A","2023-05-02 15:00:00 +01:00","2023-05-02 16:00:00 +01:00","PM10",3,"µg/m3",1,3
"1492","ES1926A","2023-05-02 16:00:00 +01:00","2023-05-02 17:00:00 +01:00","PM10",3,"µg/m3",1,3
"1493","ES1926A","2023-05-02 17:00:00 +01:00","2023-05-02 18:00:00 +01:00","PM10",3,"µg/m3",1,3
"1494","ES1926A","2023-05-02 18:00:00 +01:00","2023-05-02 19:00:00 +01:00","PM10",4,"µg/m3",1,3
"1495","ES1926A","2023-05-02 19:00:00 +01:00","2023-05-02 20:00:00 +01:00","PM10",5,"µg/m3",1,3
"1496","ES1926A","2023-05-02 20:00:00 +01:00","2023-05-02 21:00:00 +01:00","PM10",9,"µg/m3",1,3
"1497","ES1926A","2023-05-02 21:00:00 +01:00","2023-05-02 22:00:00 +01:00","PM10",8,"µg/m3",1,3
"1498","ES1926A","2023-05-02 22:00:00 +01:00","2023-05-02 23:00:00 +01:00","PM10",9,"µg/m3",1,3
"1499","ES1926A","2023-05-02 23:00:00 +01:00","2023-05-03 00:00:00 +01:00","PM10",11,"µg/m3",1,3
"1500","ES1926A","2023-05-03 00:00:00 +01:00","2023-05-03 01:00:00 +01:00","PM10",11,"µg/m3",1,3
"1501","ES1926A","2023-05-03 01:00:00 +01:00","2023-05-03 02:00:00 +01:00","PM10",13,"µg/m3",1,3
"1502","ES1926A","2023-05-03 02:00:00 +01:00","2023-05-03 03:00:00 +01:00","PM10",11,"µg/m3",1,3
"1503","ES1926A","2023-05-03 03:00:00 +01:00","2023-05-03 04:00:00 +01:00","PM10",10,"µg/m3",1,3
"1504","ES1926A","2023-05-03 04:00:00 +01:00","2023-05-03 05:00:00 +01:00","PM10",12,"µg/m3",1,3
"1505","ES1926A","2023-05-03 05:00:00 +01:00","2023-05-03 06:00:00 +01:00","PM10",7,"µg/m3",1,3
"1506","ES1926A","2023-05-03 06:00:00 +01:00","2023-05-03 07:00:00 +01:00","PM10",15,"µg/m3",1,3
"1507","ES1926A","2023-05-03 07:00:00 +01:00","2023-05-03 08:00:00 +01:00","PM10",20,"µg/m3",1,3
"1508","ES1926A","2023-05-03 08:00:00 +01:00","2023-05-03 09:00:00 +01:00","PM10",14,"µg/m3",1,3
"1509","ES1926A","2023-05-03 09:00:00 +01:00","2023-05-03 10:00:00 +01:00","PM10",11,"µg/m3",1,3
"1510","ES1926A","2023-05-03 10:00:00 +01:00","2023-05-03 11:00:00 +01:00","PM10",11,"µg/m3",1,3
"1511","ES1926A","2023-05-03 11:00:00 +01:00","2023-05-03 12:00:00 +01:00","PM10",13,"µg/m3",1,3
"1512","ES1926A","2023-05-03 12:00:00 +01:00","2023-05-03 13:00:00 +01:00","PM10",16,"µg/m3",1,3
"1513","ES1926A","2023-05-03 13:00:00 +01:00","2023-05-03 14:00:00 +01:00","PM10",11,"µg/m3",1,3
"1514","ES1926A","2023-05-03 14:00:00 +01:00","2023-05-03 15:00:00 +01:00","PM10",5,"µg/m3",1,3
"1515","ES1926A","2023-05-03 15:00:00 +01:00","2023-05-03 16:00:00 +01:00","PM10",4,"µg/m3",1,3
"1516","ES1926A","2023-05-03 16:00:00 +01:00","2023-05-03 17:00:00 +01:00","PM10",3,"µg/m3",1,3
"1517","ES1926A","2023-05-03 17:00:00 +01:00","2023-05-03 18:00:00 +01:00","PM10",3,"µg/m3",1,3
"1518","ES1926A","2023-05-03 18:00:00 +01:00","2023-05-03 19:00:00 +01:00","PM10",5,"µg/m3",1,3
"1519","ES1926A","2023-05-03 19:00:00 +01:00","2023-05-03 20:00:00 +01:00","PM10",4,"µg/m3",1,3
"1520","ES1926A","2023-05-03 20:00:00 +01:00","2023-05-03 21:00:00 +01:00","PM10",4,"µg/m3",1,3
"1521","ES1926A","2023-05-03 21:00:00 +01:00","2023-05-03 22:00:00 +01:00","PM10",8,"µg/m3",1,3
"1522","ES1926A","2023-05-03 22:00:00 +01:00","2023-05-03 23:00:00 +01:00","PM10",5,"µg/m3",1,3
"1523","ES1926A","2023-05-03 23:00:00 +01:00","2023-05-04 00:00:00 +01:00","PM10",5,"µg/m3",1,3
"1524","ES1926A","2023-05-04 00:00:00 +01:00","2023-05-04 01:00:00 +01:00","PM10",3,"µg/m3",1,3
"1525","ES1926A","2023-05-04 01:00:00 +01:00","2023-05-04 02:00:00 +01:00","PM10",3,"µg/m3",1,3
"1526","ES1926A","2023-05-04 02:00:00 +01:00","2023-05-04 03:00:00 +01:00","PM10",9,"µg/m3",1,3
"1527","ES1926A","2023-05-04 03:00:00 +01:00","2023-05-04 04:00:00 +01:00","PM10",7,"µg/m3",1,3
"1528","ES1926A","2023-05-04 04:00:00 +01:00","2023-05-04 05:00:00 +01:00","PM10",5,"µg/m3",1,3
"1529","ES1926A","2023-05-04 05:00:00 +01:00","2023-05-04 06:00:00 +01:00","PM10",5,"µg/m3",1,3
